speech_id,last_name,speaker_id,proceeding_id,topic_id,word_count,speech_text,file_name,mods_file,proceeding_title,year,month,day
26,FOSTER,1888,proceeding_id,topic_id,820,"Mr.Speaker, I would like to thank the gentleman from Rhode Island for yielding and for leading this important conversation.  We come here today to call attention to a misguided turn that this administration proposes to take in our country's cultural history.  I am the only Ph.D physicist in Congress, so I frequently come to the floor to speak out in defense of science and scientific research, but I am here today[[Page H2776]]for another reason, to call attention to the grave threat that President Trump's budget poses to the future of our country's arts and culture.  What is it that makes a country great; and how will our country be viewed a generation from now, a century from now, or in the next millennia?  To answer this question, we can only look to the great nations of the past. Why was Athens great in a way that Sparta never was?  Why is Florence, under the Medici, revered and remembered in a way that its forgotten competitors never are?  It is because, after they defended their homeland, after they conquered their rivals in war, after they triumphed in commerce, those countries invested a significant fraction of their national wealth in things that had nothing to do with material conquest.  The Medici supported the science and the art of Leonardo da Vinci, Michelangelo, and the Renaissance masters; and Athens supported the immortal accomplishments of the Greek storytellers, historians, artists, and philosophers, and that is what made them great.  For many decades, our country has supported the arts and humanities through the National Endowments for the Arts and the Now our President has proposed a budget that would cut these Endowments completely in favor of more defense spending and a useless wall on our southern border.  The National Endowments for the Arts and the Humanities provide critical funding for students and organizations throughout the country, including in my district in His budget proposes that we wipe them away completely. These cuts might make the President feel like a hero in the short term, but they will be a disaster for our country's place in human history.  Programs that support understanding of the arts and humanities play a vital role in our society. They give us knowledge and a shared cultural base that we rely on every day, regardless of what career we go into. And they also help children and students of all ages embrace the complexity and the wonder of humanity.  History, literature, and the arts connect us to a common past and allow us to explore our differences and to understand places beyond our own imaginations. Simply put, the arts and humanities teach us how to be compassionate and understanding toward other people. This is what makes America truly great.  The National Endowment for the Arts and the National Endowment for the Humanities help show us what it means to be human because, regardless of who you are and what you do, knowledge, empathy, and compassion are the national values and the human values that we need to defend, not with bombs and fighter jets, but with sustained support and the cultivation of knowledge and culture.  Now, for most of my career in science, I worked at Fermi National Accelerator The founding director of Fermilab, Robert Wilson, spoke eloquently about this over 40 years ago. Bob was a physicist who worked on the Manhattan Project and who walked away from his security clearance and dedicated his life to pure science, to building giant accelerators, experiments, international collaborations at Fermilab to explore the fundamental properties of matter.  He was also an artist who, after he made all of the magnets and particle accelerators, then filled his laboratory with graceful and imaginative art.  In 1969, he was called to testify in front of the Joint Committee on Atomic Energy to answer why it was that we were spending all of this money at Fermilab during the Cold War and what all this had to do with the national defense.  Robert Wilson looked the committee in the eye and said that all of the work at Fermilab, driven by natural human curiosity, has nothing at all to do with the national defense except, perhaps, to make our country more worth defending.  So I would hope that a President so bent on building his wall and increasing our defense budget by over $50 billion, to the detriment of funding for education, science, and the arts, would pause for a moment and heed those words from history so that a century from now, when our children and grandchildren look back on this time in our country's history, they will see that the human values of our country were always what made it more worth defending, in part, because of the greatness that the National Endowments for the Arts and the Humanities have sustained for decades.  So I thank my colleague from Rhode Island for this important discussion.  ",CREC-2017-04-06-pt1-PgH2770-5.txt,CREC-2017-04-06-pt1-PgH2770-5.xml,FUND THE ARTS AND HUMANITIES,2017,4,6
27,LANGEVIN,1668,proceeding_id,topic_id,47,"I thank the gentleman from Illinois for his great comments and for his participation here today. It is very deeply impactful, and I am grateful.  Mr.Speaker, may I inquire how much time remains?  The SPEAKER pro tempore. The gentleman from Rhode Island has approximately 7 minutes remaining.  ",CREC-2017-04-06-pt1-PgH2770-5.txt,CREC-2017-04-06-pt1-PgH2770-5.xml,FUND THE ARTS AND HUMANITIES,2017,4,6
28,LANGEVIN,1668,proceeding_id,topic_id,1339,"Mr.Speaker, like my colleagues, I too have stories of the impact that the National Endowments for the Arts and the Humanities have back home, and some of these stories are small and deeply personal. I would like to thank the wonderful leaders of the Rhode Island Arts and Humanities Council for helping to collect them so that I can share them with everyone here today.                              {time}  1200  The State of Rhode Island is deeply indebted to Randy Rosenbaum and Elizabeth Francis for their work in promoting the arts and humanities. The State councils are an essential component of the Endowments' efforts, and we are incredibly lucky in Rhode Island to have Elizabeth and Randy heading up our initiatives.  One of the stories they shared comes from FirstWorks, an NEA-supported organization that helps connect students experiencing new types of performance with artists premiering new pieces. FirstWorks recently helped bring together a Philadelphia hip-hop group with high school students in downtown The students participated in a workshop with one of the dancers one day and followed it up with a lecture and a matinee performance the next.  FirstWorks had just created a Spanish-language version of their student survey, which they administered after the matinee performance. Students were asked to rate their enjoyment and explain why they gave their answer. Two Spanish-speaking students responded that they loved the performance because it was ``the first time they went to one.''  The FirstWorks team weren't exactly sure what the students meant. Was it the first matinee? Was it the first time seeing the hip-hop group? So they followed up with the teacher, who wrote back: ``These students have never been to a live performance. It just goes to show you how important these opportunities are for our population. They will remember this forever.''  This is the kind of impact the arts can have on our communities.  Another story comes from an artist who has, with the help of State Arts Council funding, been working with underserved communities for 6 years. She helps students learn to apply themselves to art projects in a way that builds self-confidence and helps them learn the power of their imaginations. About an elementary school student named Danny, she wrote: ``When I first started working with him, he did nothing but whine and cry and insist he couldn't do anything. With my encouragement, he took his own ideas and went with them--in a puppet workshop, he made three stuffed animals instead. He sleeps with them every night now. They make him feel safe.''  There are hundreds of these stories in Rhode Island alone, and they would simply not be possible without the support of the  Of course, some projects supported by NEA and NEH are on a much larger scale. It is virtually impossible right now to find a Rhode Islander who, today, doesn't know about WaterFire, Providence's massively successful creative placemaking project. I have experienced this wonderful WaterFire many times myself.  For those of my colleagues who have not had the pleasure of attending a WaterFire--and, Mr.Speaker, I am happy to extend an invitation to all of my colleagues to come and to visit--it is a dynamic sculpture, basically, with dozens of these metal baskets or metal braziers transforming the rivers of downtown Providence.[[Page H2777]]  This groundbreaking artwork has completely transformed Saturday nights in Providence, with tens of thousands of people flocking downtown for each lighting and the performances, music, and camaraderie that accompany it. It is hard to describe it in words, but it has been transformative. WaterFire really has fundamentally altered the way Providence is viewed and the way the people of Providence view themselves. Support from NEA is helping WaterFire further explore creative placemaking, and it is incredibly meaningful.  A final thought to share comes from Professor Touba Ghadessi, a board member for the Rhode Island Council on the Professor Ghadessi was asked to share her thoughts on why NEH matters for all Rhode Islanders, and I truly cannot improve upon her words. This is what she had to say:  ``The Rhode Island Council for the Humanities uncovers beautiful stories about individuals and places and brings them to life--these stories become our history and make us understand that we, too, write the narratives that construct culture. The intentionally diverse programming that RICH supports builds communities that, eventually, will view diversity as normalcy--this normalcy is the one I aspire to construct for the next generation. RICH allows for our best selves to come forward and celebrate together what culture teaches us--from the struggles of social justice, to the legacy of first peoples, to the craft of filmmaking for children. All of these things matter. All of these things make us better human beings. All of these things turn us into ethical and engaged citizens of the world. Without an understanding of the humanities, opinions become facts and truth is debatable. History has offered us a roadmap to behaving with integrity--we can't ignore it or ignorance wins.''  Mr.Speaker, I cannot think of more important words for these times, and I would ask all of my colleagues to reflect on what it will take to view diversity as normalcy and why it seems today that the truth is debatable.  Mr.Speaker, I thank all my colleagues for being here today. I am proud to share my thoughts on why it is so important that we not zero out the National Endowment for the Arts and Humanities and the incredible impact they have on our communities.  I have one more story from my district about the impact of the arts and humanities that I'd like to share.  It, too, relates to the legacy of Senator Pell, but it also points to the broader cuts to arts and humanities in the President's budget outline.  A decade after the passage of the National Foundation for the Arts and Humanities Act, Senator Pell was again at the forefront of cultural preservation and promotion when he sponsored legislation creating the Office of Museum  While the Office was eventually rolled into the Institute of Museum and Library Services, it continues to support great work, which I saw firsthand last year in my district when the Tomaquaq Museum in Exeter was awarded the prestigious National Medal for Museum and Library  Recently, we in Rhode Island have been celebrating the 350th anniversary of our charter and Roger Williams's respect for the Indigenous People he lived among.  But far too often, this story treats Rhode Island's tribes as bit players rather than delving into their rich culture and history.  The Tomaquag Museum's founders recognized this flaw in the narrative in the 1950s, and while I'm disappointed it took the rest of us so long to catch up, I'm incredibly proud of all the recognition it's received of late.  The Tomaquag Museum remains the only Rhode Island institution dedicated solely to the history and culture of the state's indigenous population, and I have experienced its power to start conversations and change attitudes in our communities.  Unfortunately, IMLS, too, is slated for defending under the President's budget outline.  We are very lucky that my home state Senator, Jack Reed, has taken up Senator Pell's mantle in pushing for its reauthorization and full funding.  But it is important that all of my colleagues join together to protect the NEA, the NEH, IMLS, and support for the arts and humanities throughout the federal budget.  We must do so because of the lives touched and forever altered by these organizations.  We must do so in order to achieve a better understanding of the past, a better analysis of the present, and a better view of the future.  We must do so because it is good policy.  I hope that hearing the stories shared today has helped cement that fact in the minds of my colleagues, and I look forward to working with them to continue to promote the arts and humanities.  With that, I again thank all my colleagues who joined me this morning.  Mr.Speaker, I yield back the balance of my time.                          ____________________",CREC-2017-04-06-pt1-PgH2770-5.txt,CREC-2017-04-06-pt1-PgH2770-5.xml,FUND THE ARTS AND HUMANITIES,2017,4,6
29,ENGEL,344,proceeding_id,topic_id,203,"Mr.Speaker, I want to express my revulsion at the gas attacks killing innocent Syrian civilians. One of the responses from this Congress should be when we get back, as soon as possible, we pass the Caesar Syria Civilian Protection Act of 2017. It is sponsored by myself and Chairman It is named in honor of the courageous former Syrian photographer known as ``Caesar,'' who testified before the House Foreign Affairs Committee in 2014 about the Assad regime's torture of Syrian civilians. This legislation passed the House in November 2016 by voice vote but didn't pass the other body.  This bill requires the President to impose new sanctions on anyone who does business with or provides financing to the Government of Syria, including Syrian intelligence and security services, or the Central Bank of It sanctions anyone that provides aircraft or spare parts for aircraft to Syria's airlines, including financing. It sanctions anyone who does business with transportation or telecom sectors controlled by the Syrian Government or anyone who supports Syria's energy industry.  Mr.Speaker, we need to send a strong message to the murderous Assad regime and a strong message to Russia, Iran, and Hezbollah that we will not tolerate attacks on innocent civilians.                          ____________________",CREC-2017-04-06-pt1-PgH2770-2.txt,CREC-2017-04-06-pt1-PgH2770-2.xml,ATTACKS IN SYRIA WILL NOT BE TOLERATED,2017,4,6
30,MOOLENAAR,2248,proceeding_id,topic_id,177,"Mr.Speaker, today another farm convoy left Michigan and headed south to help those suffering in America's heartland, where wildfires have burned more than 1 million acres in four  This convoy, and those like it in days gone by and the days to come, is the work of the amazing farming community in my district and across the State of  They have donated trucks, trailers, and time to drive supplies to the affected areas. They have donated food and fencing to help farmers recover and rebuild. They have donated care packages with candy and cards to care for the hurting souls.  Many volunteers are staying and helping in the devastated communities. In fact, tomorrow, two young men from Ogemaw County, Brady and Keaton, are scheduled to travel with 4-H kids from Michigan's Thumb area to volunteer their skills and help build fencing in  The overwhelmingly and generous efforts of the Michigan farming community, in response to this tragedy, represent the best of I pray for God's blessing on all those involved as they help with this crisis.                          ____________________",CREC-2017-04-06-pt1-PgH2769-3.txt,CREC-2017-04-06-pt1-PgH2769-3.xml,HONORING MICHIGAN FARMERS HELPING THOSE AFFECTED BY WILDFIRES IN,2017,4,6
31,YOHO,2115,proceeding_id,topic_id,210,"Mr.Speaker, I would like to take this time to recognize the Sid Martin Biotechnology Institute, a leading biotechnology incubator headquartered in Alachua, Florida, in conjunction with the University of Florida, in my home district. The Sid Martin Biotechnology Institute focuses on promoting the growth of innovative, early-stage bioscience and biotechnology companies and technology-based economic development in and around my district.  Over the past 20 years, this institute has worked with more than 100 startup companies in biotechnology, biomedicine, and bioagriculture, and it has created over 200 high-tech jobs. The survival rate of the companies in this program have a 93 percent survival rate, creating a successful business community in north central Florida area.  Their dedication to these causes has not gone unnoticed. Recently, Sid Martin Biotechnology Institute was awarded the Randall Whaley Incubator of the Year award for 2017, the highest award given by the International Business Innovation This institute was named Incubator of the Year among more than 7,500 incubators worldwide. This is the second time the Sid Martin Biotechnology Institute has received this award, and, additionally, they have also been awarded Technology/Science Incubator of the  I would like to congratulate them on their accomplishment and thank them for their positive and meaningful contributions to Florida's Third Congressional                          ____________________",CREC-2017-04-06-pt1-PgH2770-3.txt,CREC-2017-04-06-pt1-PgH2770-3.xml,CONGRATULATIONS TO SID MARTIN BIOTECHNOLOGY INSTITUTE,2017,4,6
32,VELAZQUEZ,1184,proceeding_id,topic_id,153,"Mr.Speaker, another week in Washington and, yet, more evidence mounts; our election and the White House have been compromised by  This week we learned one of the President's informal advisers--a mercenary who founded the company Blackwater--met secretly with a Putin representative and attempted to establish back-channel conversations between the Trump administration and  Remember, this comes after we found out the President's son-in-law met with Russian banking officials. It comes after it was reported that the Attorney General likely perjured himself before Congress about his own meeting with  Sadly, it comes after there were chemical weapons attacks in Let us recall that Assad's closest ally in that horrific civil war has been--you guessed it-- It is imperative we unearth all of the links between this administration, Russia, and Russia's hacking of our election. The House Intelligence Committee's investigation has become a farce. We need a thorough, independent investigation. Appoint a special counsel now.                          ____________________",CREC-2017-04-06-pt1-PgH2758-2.txt,CREC-2017-04-06-pt1-PgH2758-2.xml,APPOINT A SPECIAL COUNSEL TO INVESTIGATE RUSSIAN CONNECTIONS,2017,4,6
33,NEWHOUSE,2275,proceeding_id,topic_id,143,"Mr.Speaker, I rise today to recognize the Perry Technical Institute, a technical school serving the students of the Yakima Valley in Washington's Fourth Congressional  Since its founding, Perry Tech has focused on educating and preparing students for real-world employment in fields such as welding, instrumentation, carpentry, machining, and manufacturing. These programs provide students practical experience as well as skills in time management, goal setting, and financial literacy.  A recent study of economic mobility conducted of nearly 700 technical schools from around the Nation ranked Perry Tech number one for having graduates move from low income into the top 20 percent of earners. With an astoundingly high job placement rate of 93 percent, it is clear that Perry Technical Institute is providing its students with the skills they need to excel in the workplace.  Please join me in celebrating Perry Technical Institute's success.                          ____________________",CREC-2017-04-06-pt1-PgH2758-3.txt,CREC-2017-04-06-pt1-PgH2758-3.xml,HONORING THE PERRY TECHNICAL INSTITUTE,2017,4,6
34,CONYERS,229,proceeding_id,topic_id,39,"Madam Speaker, I ask unanimous consent that the gentleman from Connecticut (Mr.Courtney) be removed as a cosponsor from 246.  The SPEAKER pro tempore. Is there objection to the request of the gentleman from Michigan?  There was no objection.                          ____________________",CREC-2017-04-06-pt1-PgH2767-3.txt,CREC-2017-04-06-pt1-PgH2767-3.xml,REMOVAL OF NAME OF MEMBER AS COSPONSOR OF H. RES. 246,2017,4,6
35,CARDENAS,2107,proceeding_id,topic_id,223,"Mr.Speaker, it is my honor to be a Member of this House and to serve the public. This week I announced that it is National Youth Violence Prevention Preventing youth violence can't happen overnight. It requires change across our society, from our courts to our classrooms.  This week I introduced a package of bills to correct these problems that we have imposed upon our children and our communities. I urge my colleagues to get serious about these issues. Our children are our future. We owe our children every opportunity. We owe our children a system that works with them and for them. It is not a system that is out to get them.  We do not owe our children a system that allows them to be in our streets and to not be safe. For example, to make sure that our children are safe, means that we have safer communities. Right now the United States of America has a criminal justice system that spends over $80 billion a year to incarcerate men, women, and children.  And who do these adults incarcerated become eventually?  Well, once they were children.  We can correct the system. We are the most incarcerated place on the planet in every sense of the word. We can change this. We must change this for the sake of our communities.                          ____________________",CREC-2017-04-06-pt1-PgH2758-4.txt,CREC-2017-04-06-pt1-PgH2758-4.xml,NATIONAL YOUTH VIOLENCE PREVENTION WEEK,2017,4,6
36,HARPER,1933,proceeding_id,topic_id,224,"Madam Speaker, I ask unanimous consent that the Committee on House Administration be discharged from further consideration of the joint resolution (S.36) providing for the appointment of Roger Ferguson as a citizen regent of the Board of Regents of the Smithsonian Institution, and ask for its immediate consideration in the  The Clerk read the title of the joint resolution.  The SPEAKER pro tempore. Is there objection to the request of the gentleman from Mississippi?  There was no objection.  The text of the joint resolution is as follows:                              S.36       Resolved by the Senate and HouseV Representatives of the      United States of America in Congress assembled, That, in      accordance with section 5581 of the Revised Statutes (20      U.S.43), the vacancy of the Board of Regents of the      Smithsonian Institution, in the class other than Members of      Congress, occurring by reason of the expiration of the term      of Robert Kogod of the District of Columbia on May 5,      2017, is filled by the appointment of Roger Ferguson of      the District of The appointment is for a term of 6      years, beginning on May 6, 2017, or the date of the enactment      of this joint resolution, whichever occurs later.  The joint resolution was ordered to be read a third time, was read the third time, and passed, and a motion to reconsider was laid on the table.                          ____________________",CREC-2017-04-06-pt1-PgH2767-6.txt,CREC-2017-04-06-pt1-PgH2767-6.xml,PROVIDING FOR THE APPOINTMENT OF A CITIZEN REGENT OF THE BOARD OF,2017,4,6
37,HARPER,1933,proceeding_id,topic_id,221,"Madam Speaker, I ask unanimous consent that the Committee on House Administration be discharged from further consideration of the joint resolution (S.35) providing for the appointment of Michael Govan as a citizen regent of the Board of Regents of the Smithsonian Institution, and ask for its immediate consideration in the  The Clerk read the title of the joint resolution.  The SPEAKER pro tempore. Is there objection to the request of the gentleman from Mississippi?  There was no objection.  The text of the joint resolution is as follows:                              S.35       Resolved by the Senate and House of Representatives of the      United States of America in Congress assembled, That, in      accordance with section 5581 of the Revised Statutes (20      U.S.43), the vacancy of the Board of Regents of the      Smithsonian Institution, in the class other than Members of      Congress, occurring by reason of the expiration of the term      of Shirley Ann Jackson of New York on May 5, 2017, is      filled by the appointment of Michael Govan of The      appointment is for a term of 6 years, beginning on May 6,      2017, or the date of the enactment of this joint resolution,      whichever occurs later.  The joint resolution was ordered to be read a third time, was read the third time, and passed, and a motion to reconsider was laid on the table.                          ____________________",CREC-2017-04-06-pt1-PgH2767-5.txt,CREC-2017-04-06-pt1-PgH2767-5.xml,PROVIDING FOR THE APPOINTMENT OF A CITIZEN REGENT OF THE BOARD OF,2017,4,6
38,HARPER,1933,proceeding_id,topic_id,218,"Madam Speaker, I ask unanimous consent that the Committee on House Administration be discharged from further consideration of the joint resolution (S.30) providing for the reappointment of Steve Case as a citizen regent of the Board of Regents of the Smithsonian Institution, and ask for its immediate consideration in the  The Clerk read the title of the joint resolution.  The SPEAKER pro tempore. Is there objection to the request of the gentleman from Mississippi?  There was no objection.  The text of the joint resolution is as follows:                              S.30       Resolved by the Senate and House of Representatives of the      United States of America in Congress assembled, That, in      accordance with section 5581 of the Revised Statutes (20      U.S.43), the vacancy on the Board of Regents of the      Smithsonian Institution, in the class other than Members of      Congress, occurring by reason of the expiration of the term      of Steve Case of Virginia on April 25, 2017, is filled by the      reappointment of the incumbent. The reappointment is for a      term of 6 years, beginning on the later of April 26, 2017, or      the date of the enactment of this joint resolution.  The joint resolution was ordered to be read a third time, was read the third time, and passed, and a motion to reconsider was laid on the table.                          ____________________",CREC-2017-04-06-pt1-PgH2767-4.txt,CREC-2017-04-06-pt1-PgH2767-4.xml,PROVIDING FOR THE REAPPOINTMENT OF A CITIZEN REGENT OF THE BOARD OF,2017,4,6
39,COSTA,1774,proceeding_id,topic_id,236,"Mr.Speaker, I rise today to join the Sikh community in celebrating In the San Joaquin Valley, I have the honor and the privilege to represent many diverse ethnic communities that are part of the mosaic of  The Sikh community is the American story, for they are the story of immigrants past and immigrants present that have come from all over the world to establish themselves as Americans and to build a better life for themselves and their family and add value to our country. So I am very proud, among so many ethnic groups, to be representing their interests here in our Nation's  On April 14, Vaisakhi is recognized by the Sikhs around the world, including thousands in California's San Joaquin On Vaisakhi, the Sikh[[Page H2759]]community celebrates a new year and new beginnings. We honored the progress of the Sikh community that first came to California at the turn of the 20th century for their shared values, their family, their history, and the culture of  This holiday also recognizes the best of what all cultures strive for, and it is time that we celebrate the common bonds that we share as Notwithstanding our differences, we know at the end of the day that bonds that we as Americans share are far stronger than whatever differences we may have.  So I ask my colleagues to please join in celebrating this special tradition in the Sikh community.                          ____________________",CREC-2017-04-06-pt1-PgH2758-6.txt,CREC-2017-04-06-pt1-PgH2758-6.xml,CELEBRATING THE SIKH HOLIDAY VAISAKHI,2017,4,6
40,BACON,2337,proceeding_id,topic_id,36,"Madam Speaker, I ask unanimous consent that my name be removed as a cosponsor of H.85.  The SPEAKER pro tempore. Is there objection to the request of the gentleman from Nebraska?  There was no objection.                          ____________________",CREC-2017-04-06-pt1-PgH2768.txt,CREC-2017-04-06-pt1-PgH2768.xml,REMOVAL OF NAME OF MEMBER AS COSPONSOR OF H.J. RES. 85,2017,4,6
41,HUIZENGA,2028,proceeding_id,topic_id,272,"Mr.Speaker, pursuant to House Resolution 242, I call up the bill (H.1219) to amend the Investment Company Act of 1940 to expand the investor limitation for qualifying venture capital funds under an exemption from the definition of an investment company, and ask for its immediate consideration in the  The Clerk read the title of the bill.  The SPEAKER pro tempore (Mr.Simpson). Pursuant to House Resolution 242, the bill is considered read.  The text of the bill is as follows:                               H.1219       Be it enacted by the Senate and House of Representatives of      the United States of America in Congress assembled,     SECTION 1. SHORT       This Act may be cited as the ``Supporting America's      Innovators Act of 2017''.     2. INVESTOR LIMITATION FOR QUALIFYING VENTURE CAPITAL                          Section 3(c)(1) of the Investment Company Act of 1940 (15      U.S.80a-3(c)(1)) is amended--       (1) in the matter preceding subparagraph (A), by inserting      ``(or, in the case of a qualifying venture capital fund, 250      persons)'' after ``one hundred persons''; and       (2) by adding at the end the following:       ``(C)(i) The term `qualifying venture capital fund' means a      venture capital fund that has not more than $10,000,000 in      aggregate capital contributions and uncalled committed      capital, with such dollar amount to be indexed for inflation      once every 5 years by the Commission, beginning from a      measurement made by the Commission on a date selected by the      Commission, rounded to the nearest $1,000,000.       ``(ii) The term `venture capital fund' has the meaning      given the term in section 275.203(l)-1 of title 17, Code of      Federal Regulations, or any successor regulation.''.  The SPEAKER pro tempore. The gentleman from Michigan (Mr.Huizenga) and the gentlewoman from California (",CREC-2017-04-06-pt1-PgH2759-2.txt,CREC-2017-04-06-pt1-PgH2759-2.xml,0915,2017,4,6
42,HUIZENGA,2028,proceeding_id,topic_id,50,"Mr.Speaker, I ask unanimous consent that all Members may have 5 legislative days in which to revise and extend their remarks and to submit extraneous materials on the bill under consideration.  The SPEAKER pro tempore. Is there objection to the request of the gentleman from Michigan?  There was no objection.  ",CREC-2017-04-06-pt1-PgH2759-2.txt,CREC-2017-04-06-pt1-PgH2759-2.xml,0915,2017,4,6
43,HUIZENGA,2028,proceeding_id,topic_id,801,"Mr.Speaker, I yield myself such time as I may consume.  Mr.Speaker, we all know that small businesses and entrepreneurs are the heartbeat of the American economy. Access to financial capital is vital for entrepreneurs seeking to start up, operate, or expand their businesses. However, gaining access to capital has remained an enduring challenge for many small businesses.  The financial crisis and the Great Recession made the situation worse, frankly, as capital became increasingly hard to access from institutional banks and various capital market players. While conditions have improved somewhat in recent years, many entrepreneurs continue to struggle with accessing the capital they need to compete and to grow.  In order to succeed, these companies need capital and credit, the lifeblood for growth, expansion, and job creation. Yet the government continues to construct arbitrary walls that cut them off from essential financing, as smaller companies are caught in a sea of regulatory red tape created by Washington bureaucrats.  We know that 60 percent of all net new jobs that have come into this country, that have been created here in the United States, come from these small businesses. They are oftentimes S corporations, LLCs, sole proprietorships. Small companies often have such owners also be operators. They are working alongside their fellow employees.  That 60 percent of those jobs that have been created here in the United States isn't just a one-time blip. That is over the last 20 years, the last two decades, that we have seen that trend.  Congress has made strides in tailoring the regulatory environment for smaller companies, no doubt, most notably when we passed, with strong bipartisan support, the Jumpstart Our Business Startups, or JOBS, Act in 2012. This was a bipartisan bill that was signed into law by President The JOBS Act's benefits are notable as more and more companies use its provisions to raise investment capital in both the public and private markets.  The JOBS Act has raised the cap on investors in a privately held company from 500 to 2,000 investors, but the limit on the number of investors acting as a coordinated group to invest in a company remained at 100, where it has been since 1940, some 77 years ago.  As noted by Kevin Laws of AngelList in his written testimony before our Capital Markets Subcommittee: ``With online fundraising and general solicitation becoming more common because of the JOBS Act, companies are bumping up against the limit more frequently. The current limit . . . now acts as a brake on the amount of money the company wanted to raise, leaving tens of millions of dollars on the table that did not go into startups.''  While H.1219, the Supporting America's Innovators Act, a bipartisan bill introduced by the vice chairman of our Financial Services Committee, Representative Patrick McHenry, and Nydia Velazquez of New York, would amend the cap currently contained in the Investment Company Act to allow 250 investors for a ``qualified venture capital fund,'' therefore enhancing angel investors' ability to provide important funding to small businesses.  This bill is a very modest increase to the current exemption that has been in place for nearly 77 years. Modernizing this cap is long overdue and reflects today's capital markets and the reality of the increasingly important role that angel investors and others play as they commit the funds necessary to help small businesses grow.  The Securities and Exchange Commission, unfortunately, continues to ignore the backlog of good ideas to spur capital formation, which is recommended by entrepreneurs, small businesses, and market participants from their annual SEC Government-Business Forum on Capital This is a forum that is put together annually. They take and solicit ideas. They want to hear from people that are in the marketplace to figure out what ways they could go to improve that. Unfortunately, they have not acted on[[Page H2760]]this, and in the SEC's absence, Congress must act to promote market efficiency and capital formation.  I think we can all agree that we support smart regulation that protects investors and maintains orderly and efficient markets. But outdated, excessive, and unnecessary regulation whose costs outweigh benefits is dumb regulation that overburdens smaller companies. Let's provide some regulatory relief by enacting the bipartisan bill that will ease the burdens on small businesses and job creators and help foster capital formation and get Americans back to work.  Mr.Speaker, I would also like to note, in a hearing that we had on this bill last Congress, it passed our committee 52-2, including the ranking member voting for it. There were no dissenting minority views that were offered, and no amendments were offered at the Rules Committee on this. We have got a lot of consensus. I believe this is the right thing to do to move forward.  Mr.Speaker, I reserve the balance of my time.  ",CREC-2017-04-06-pt1-PgH2759-2.txt,CREC-2017-04-06-pt1-PgH2759-2.xml,0915,2017,4,6
44,HUIZENGA,2028,proceeding_id,topic_id,263,"Mr.Speaker, I yield 2 minutes to the gentleman from North Carolina (Mr.McHenry), our vice chairman and the sponsor of this bill.  Mr.Mr.Speaker, it is an honor to be here today, the day after the fifth anniversary of the JOBS  Five years ago, yesterday, in a bipartisan way, this divided House, this divided government that got next to nothing done, in a bipartisan way, was able to achieve a huge bipartisan victory to help small businesses raise capital. In light of that and in that history, in that spirit, we have reached across the aisle, and Representative Velazquez and Ranking Member Waters worked with me to craft a very good bill here today.  This bill is targeted at small businesses across the rest of the country. We know that 78 percent of venture capital goes to just three If you are in Austin, Boston, or the Silicon Valley, you have capital flowing to you; you have funds for your idea. The rest of the country, whether you are in an urban area or rural area, is starved for capital.  In light of that problem, we are trying to work for a solution for those small businesses, those innovators with good ideas that maybe don't have the best access to capital. We raised the cap on angel investing, thereby allowing more people to participate at a lower threshold dollar amount while still including important investor protection.  Today is a great victory for small-business folks that need access, that need capital to take their idea to market. Mr.Speaker, I urge my colleagues to support this measure.  ",CREC-2017-04-06-pt1-PgH2759-2.txt,CREC-2017-04-06-pt1-PgH2759-2.xml,0915,2017,4,6
